Cidade,Transportadora,UF,Prazo,Capital/Interior
SANTO ANTONIO DOS CAMPOS,RODONAVES,MG,9,INTERIOR
SAO GONCALO DO PARA,RODONAVES,MG,9,INTERIOR
SAO SEBASTIAO DO OESTE,RODONAVES,MG,9,INTERIOR
ALTO FELIZ,RODONAVES,RS,8,INTERIOR
ANTONIO PRADO,RODONAVES,RS,6,INTERIOR
BOM PRINCIPIO,RODONAVES,RS,6,INTERIOR
CAMBARA DO SUL,RODONAVES,RS,10,INTERIOR
CAXIAS DO SUL,RODONAVES,RS,5,INTERIOR
CRIUVA,RODONAVES,RS,10,INTERIOR
FARROUPILHA,RODONAVES,RS,5,INTERIOR
FAZENDA SOUZA,RODONAVES,RS,10,INTERIOR
FELIZ,RODONAVES,RS,8,INTERIOR
FLORES DA CUNHA,RODONAVES,RS,6,INTERIOR
HARMONIA,RODONAVES,RS,8,INTERIOR
IPE,RODONAVES,RS,6,INTERIOR
NOVA PADUA,RODONAVES,RS,6,INTERIOR
NOVA PETROPOLIS,RODONAVES,RS,7,INTERIOR
NOVA ROMA DO SUL,RODONAVES,RS,10,INTERIOR
OTAVIO ROCHA,RODONAVES,RS,6,INTERIOR
SANTA LUCIA DO PIAI,RODONAVES,RS,10,INTERIOR
SAO MARCOS,RODONAVES,RS,6,INTERIOR
SAO SEBASTIAO DO CAI,RODONAVES,RS,6,INTERIOR
SAO VENDELINO,RODONAVES,RS,10,INTERIOR
TUPANDI,RODONAVES,RS,8,INTERIOR
VALE REAL,RODONAVES,RS,8,INTERIOR
VILA CRISTINA,RODONAVES,RS,6,INTERIOR
VILA OLIVA,RODONAVES,RS,10,INTERIOR
VILA SECA,RODONAVES,RS,10,INTERIOR
AMARAL FERRADOR,RODONAVES,RS,10,INTERIOR
ARAMBARE,RODONAVES,RS,10,INTERIOR
BARAO DO TRIUNFO,RODONAVES,RS,8,INTERIOR
CAMAQUA,RODONAVES,RS,6,INTERIOR
CERRO GRANDE DO SUL,RODONAVES,RS,8,INTERIOR
CHUVISCA,RODONAVES,RS,8,INTERIOR
CRISTAL,RODONAVES,RS,10,INTERIOR
DOM FELICIANO,RODONAVES,RS,8,INTERIOR
MARIANA PIMENTEL,RODONAVES,RS,8,INTERIOR
SENTINELA DO SUL,RODONAVES,RS,8,INTERIOR
SERTAO SANTANA,RODONAVES,RS,8,INTERIOR
TAPES,RODONAVES,RS,8,INTERIOR
CORINTO,RODONAVES,MG,11,INTERIOR
CURVELO,RODONAVES,MG,7,INTERIOR
FELIXLANDIA,RODONAVES,MG,11,INTERIOR
INIMUTABA,RODONAVES,MG,9,INTERIOR
ALVORADA DE MINAS,RODONAVES,MG,15,INTERIOR
AUGUSTO DE LIMA,RODONAVES,MG,15,INTERIOR
BUENOPOLIS,RODONAVES,MG,15,INTERIOR
COUTO DE MAGALHAES DE MINAS,RODONAVES,MG,15,INTERIOR
DATAS,RODONAVES,MG,15,INTERIOR
DIAMANTINA,RODONAVES,MG,15,INTERIOR
FELICIO DOS SANTOS,RODONAVES,MG,15,INTERIOR
GOUVEIA,RODONAVES,MG,15,INTERIOR
JOAQUIM FELICIO,RODONAVES,MG,15,INTERIOR
MONJOLOS,RODONAVES,MG,15,INTERIOR
MORRO DA GARCA,RODONAVES,MG,15,INTERIOR
PRESIDENTE JUSCELINO,RODONAVES,MG,15,INTERIOR
PRESIDENTE KUBITSCHEK,RODONAVES,MG,15,INTERIOR
SANTO ANTONIO DO ITAMBE,RODONAVES,MG,15,INTERIOR
SANTO HIPOLITO,RODONAVES,MG,15,INTERIOR
SAO GONCALO DO RIO PRETO,RODONAVES,MG,15,INTERIOR
SENADOR MODESTINO GONCALVES,RODONAVES,MG,15,INTERIOR
SERRA AZUL DE MINAS,RODONAVES,MG,15,INTERIOR
SERRO,RODONAVES,MG,15,INTERIOR
TRES MARIAS,RODONAVES,MG,15,INTERIOR
ABELARDO LUZ,RODONAVES,SC,9,INTERIOR
AGUAS DE CHAPECO,RODONAVES,SC,6,INTERIOR
AGUAS FRIAS,RODONAVES,SC,9,INTERIOR
ARVOREDO,RODONAVES,SC,9,INTERIOR
BOM JESUS,RODONAVES,SC,9,INTERIOR
BOM JESUS DO OESTE,RODONAVES,SC,7,INTERIOR
CAIBI,RODONAVES,SC,6,INTERIOR
CAXAMBU DO SUL,RODONAVES,SC,9,INTERIOR
CHAPECO,RODONAVES,SC,5,INTERIOR
CORDILHEIRA ALTA,RODONAVES,SC,5,INTERIOR
CORONEL FREITAS,RODONAVES,SC,9,INTERIOR
CORONEL MARTINS,RODONAVES,SC,9,INTERIOR
CUNHATAI,RODONAVES,SC,6,INTERIOR
ENTRE RIOS,RODONAVES,SC,9,INTERIOR
FAXINAL DOS GUEDES,RODONAVES,SC,9,INTERIOR
FORMOSA DO SUL,RODONAVES,SC,9,INTERIOR
GALVAO,RODONAVES,SC,9,INTERIOR
GUATAMBU,RODONAVES,SC,9,INTERIOR
IPUACU,RODONAVES,SC,9,INTERIOR
IRATI,RODONAVES,SC,9,INTERIOR
JARDINOPOLIS,RODONAVES,SC,9,INTERIOR
JUPIA,RODONAVES,SC,10,INTERIOR
LAJEADO GRANDE,RODONAVES,SC,9,INTERIOR
MAREMA,RODONAVES,SC,9,INTERIOR
MODELO,RODONAVES,SC,7,INTERIOR
MONDAI,RODONAVES,SC,6,INTERIOR
NOVA ERECHIM,RODONAVES,SC,5,INTERIOR
NOVA ITABERABA,RODONAVES,SC,9,INTERIOR
OURO VERDE,RODONAVES,SC,9,INTERIOR
PAIAL,RODONAVES,SC,9,INTERIOR
PALMITOS,RODONAVES,SC,6,INTERIOR
PASSOS MAIA,RODONAVES,SC,9,INTERIOR
PINHALZINHO,RODONAVES,SC,5,INTERIOR
PLANALTO ALEGRE,RODONAVES,SC,9,INTERIOR
PONTE SERRADA,RODONAVES,SC,9,INTERIOR
QUILOMBO,RODONAVES,SC,9,INTERIOR
RIQUEZA,RODONAVES,SC,6,INTERIOR
SALTINHO,RODONAVES,SC,7,INTERIOR
SANTIAGO DO SUL,RODONAVES,SC,9,INTERIOR
SAO CARLOS,RODONAVES,SC,6,INTERIOR
SAO DOMINGOS,RODONAVES,SC,9,INTERIOR
SAUDADES,RODONAVES,SC,5,INTERIOR
SERRA ALTA,RODONAVES,SC,7,INTERIOR
SUL BRASIL,RODONAVES,SC,7,INTERIOR
UNIAO DO OESTE,RODONAVES,SC,9,INTERIOR
VARGEAO,RODONAVES,SC,9,INTERIOR
XANXERE,RODONAVES,SC,5,INTERIOR
XAXIM,RODONAVES,SC,5,INTERIOR
BOITUVA,RODONAVES,SP,4,INTERIOR
CERQUILHO,RODONAVES,SP,4,INTERIOR
CESARIO LANGE,RODONAVES,SP,5,INTERIOR
CONCHAS,RODONAVES,SP,4,INTERIOR
GUAREI,RODONAVES,SP,9,INTERIOR
IPERO,RODONAVES,SP,4,INTERIOR
JUMIRIM,RODONAVES,SP,4,INTERIOR
LARANJAL PAULISTA,RODONAVES,SP,4,INTERIOR
MARISTELA,RODONAVES,SP,5,INTERIOR
PEREIRAS,RODONAVES,SP,4,INTERIOR
PORANGABA,RODONAVES,SP,9,INTERIOR
PORTO FELIZ,RODONAVES,SP,4,INTERIOR
QUADRA,RODONAVES,SP,8,INTERIOR
TATUI,RODONAVES,SP,4,INTERIOR
TIETE,RODONAVES,SP,4,INTERIOR
TORRE DE PEDRA,RODONAVES,SP,9,INTERIOR
BARROSO,RODONAVES,MG,5,INTERIOR
DORES DE CAMPOS,RODONAVES,MG,5,INTERIOR
PRADOS,RODONAVES,MG,7,INTERIOR
ARATIBA,RODONAVES,RS,9,INTERIOR
AUREA,RODONAVES,RS,9,INTERIOR
BARAO DE COTEGIPE,RODONAVES,RS,6,INTERIOR
BARRA DO RIO AZUL,RODONAVES,RS,9,INTERIOR
BENJAMIN CONSTANT DO SUL,RODONAVES,RS,9,INTERIOR
CAMPINAS DO SUL,RODONAVES,RS,7,INTERIOR
CARLOS GOMES,RODONAVES,RS,9,INTERIOR
CENTENARIO,RODONAVES,RS,9,INTERIOR
CRUZALTENSE,RODONAVES,RS,9,INTERIOR
ENTRE RIOS DO SUL,RODONAVES,RS,9,INTERIOR
EREBANGO,RODONAVES,RS,9,INTERIOR
ERECHIM,RODONAVES,RS,5,INTERIOR
ERVAL GRANDE,RODONAVES,RS,9,INTERIOR
ESTACAO,RODONAVES,RS,6,INTERIOR
FAXINALZINHO,RODONAVES,RS,9,INTERIOR
FLORIANO PEIXOTO,RODONAVES,RS,9,INTERIOR
GAURAMA,RODONAVES,RS,9,INTERIOR
GETULIO VARGAS,RODONAVES,RS,6,INTERIOR
IBIACA,RODONAVES,RS,9,INTERIOR
IPIRANGA DO SUL,RODONAVES,RS,9,INTERIOR
ITATIBA DO SUL,RODONAVES,RS,9,INTERIOR
JACUTINGA,RODONAVES,RS,7,INTERIOR
MARCELINO RAMOS,RODONAVES,RS,9,INTERIOR
MARIANO MORO,RODONAVES,RS,9,INTERIOR
PAULO BENTO,RODONAVES,RS,7,INTERIOR
PONTE PRETA,RODONAVES,RS,9,INTERIOR
QUATRO IRMAOS,RODONAVES,RS,9,INTERIOR
SAO VALENTIM,RODONAVES,RS,9,INTERIOR
SERTAO,RODONAVES,RS,9,INTERIOR
SEVERIANO DE ALMEIDA,RODONAVES,RS,9,INTERIOR
TRES ARROIOS,RODONAVES,RS,9,INTERIOR
VIADUTOS,RODONAVES,RS,9,INTERIOR
EXTREMA,RODONAVES,MG,4,INTERIOR
ITAPEVA,RODONAVES,MG,4,INTERIOR
JOANOPOLIS,RODONAVES,SP,8,INTERIOR
MUNHOZ,RODONAVES,MG,14,INTERIOR
TOLEDO,RODONAVES,MG,14,INTERIOR
VARGEM,RODONAVES,SP,8,INTERIOR
ALEXANDRITA,RODONAVES,MG,9,INTERIOR
APARECIDA D'OESTE,RODONAVES,SP,7,INTERIOR
ASPASIA,RODONAVES,SP,9,INTERIOR
AURIFLAMA,RODONAVES,SP,5,INTERIOR
BANDEIRANTES D'OESTE,RODONAVES,SP,10,INTERIOR
BRASITANIA,RODONAVES,SP,9,INTERIOR
CARNEIRINHO,RODONAVES,MG,9,INTERIOR
DIRCE REIS,RODONAVES,SP,9,INTERIOR
DOLCINOPOLIS,RODONAVES,SP,9,INTERIOR
ESTRELA D OESTE,RODONAVES,SP,8,INTERIOR
FERNANDOPOLIS,RODONAVES,SP,4,INTERIOR
GUARANI D'OESTE,RODONAVES,SP,10,INTERIOR
GUZOLANDIA,RODONAVES,SP,6,INTERIOR
ILHA SOLTEIRA,RODONAVES,SP,5,INTERIOR
INDIAPORA,RODONAVES,SP,9,INTERIOR
ITURAMA,RODONAVES,MG,4,INTERIOR
JALES,RODONAVES,SP,4,INTERIOR
LIMEIRA DO OESTE,RODONAVES,MG,9,INTERIOR
MACEDONIA,RODONAVES,SP,9,INTERIOR
MARINOPOLIS,RODONAVES,SP,6,INTERIOR
MERIDIANO,RODONAVES,SP,9,INTERIOR
MESOPOLIS,RODONAVES,SP,9,INTERIOR
MIRA ESTRELA,RODONAVES,SP,9,INTERIOR
NOVA CANAA PAULISTA,RODONAVES,SP,9,INTERIOR
OUROESTE,RODONAVES,SP,5,INTERIOR
PALMEIRA D'OESTE,RODONAVES,SP,7,INTERIOR
PARANAPUA,RODONAVES,SP,9,INTERIOR
PEDRANOPOLIS,RODONAVES,SP,9,INTERIOR
PEREIRA BARRETO,RODONAVES,SP,5,INTERIOR
PONTALINDA,RODONAVES,SP,9,INTERIOR
POPULINA,RODONAVES,SP,9,INTERIOR
RUBINEIA,RODONAVES,SP,9,INTERIOR
SANTA ALBERTINA,RODONAVES,SP,9,INTERIOR
SANTA CLARA D'OESTE,RODONAVES,SP,10,INTERIOR
SANTA FE DO SUL,RODONAVES,SP,5,INTERIOR
SANTA RITA D'OESTE,RODONAVES,SP,10,INTERIOR
SANTA SALETE,RODONAVES,SP,9,INTERIOR
SANTANA DA PONTE PENSA,RODONAVES,SP,9,INTERIOR
SAO FRANCISCO,RODONAVES,SP,9,INTERIOR
SAO JOAO DAS DUAS PONTES,RODONAVES,SP,9,INTERIOR
SUD MENNUCCI,RODONAVES,SP,6,INTERIOR
SUZANAPOLIS,RODONAVES,SP,6,INTERIOR
TRES FRONTEIRAS,RODONAVES,SP,6,INTERIOR
TURMALINA,RODONAVES,SP,9,INTERIOR
URANIA,RODONAVES,SP,5,INTERIOR
VITORIA BRASIL,RODONAVES,SP,9,INTERIOR
AGUAS MORNAS,RODONAVES,SC,9,CAPITAL
ANGELINA,RODONAVES,SC,9,CAPITAL
ANITAPOLIS,RODONAVES,SC,9,CAPITAL
ANTONIO CARLOS,RODONAVES,SC,9,CAPITAL
BIGUACU,RODONAVES,SC,5,CAPITAL
FLORIANOPOLIS,RODONAVES,SC,5,CAPITAL
GOVERNADOR CELSO RAMOS,RODONAVES,SC,9,CAPITAL
PALHOCA,RODONAVES,SC,5,CAPITAL
RANCHO QUEIMADO,RODONAVES,SC,9,CAPITAL
SANTO AMARO DA IMPERATRIZ,RODONAVES,SC,7,CAPITAL
SAO BONIFACIO,RODONAVES,SC,9,CAPITAL
SAO JOSE,RODONAVES,SC,5,CAPITAL
SAO PEDRO DE ALCANTARA,RODONAVES,SC,9,CAPITAL
ARCOS,RODONAVES,MG,5,INTERIOR
BAMBUI,RODONAVES,MG,7,INTERIOR
CAPITOLIO,RODONAVES,MG,7,INTERIOR
CORREGO FUNDO,RODONAVES,MG,7,INTERIOR
FORMIGA,RODONAVES,MG,5,INTERIOR
IGUATAMA,RODONAVES,MG,7,INTERIOR
ITAPECERICA,RODONAVES,MG,9,INTERIOR
LAGOA DA PRATA,RODONAVES,MG,5,INTERIOR
LUZ,RODONAVES,MG,9,INTERIOR
MOEMA,RODONAVES,MG,9,INTERIOR
PAINS,RODONAVES,MG,7,INTERIOR
PEDRA DO INDAIA,RODONAVES,MG,7,INTERIOR
PIMENTA,RODONAVES,MG,5,INTERIOR
PIUMHI,RODONAVES,MG,5,INTERIOR
SANTO ANTONIO DO MONTE,RODONAVES,MG,7,INTERIOR
SAO ROQUE DE MINAS,RODONAVES,MG,9,INTERIOR
VARGEM BONITA,RODONAVES,MG,9,INTERIOR
FOZ DO IGUACU,RODONAVES,PR,7,INTERIOR
SANTA TEREZINHA DE ITAIPU,RODONAVES,PR,8,INTERIOR
CRISTAIS PAULISTA,RODONAVES,SP,7,INTERIOR
FRANCA,RODONAVES,SP,4,INTERIOR
ITIRAPUA,RODONAVES,SP,7,INTERIOR
JERIQUARA,RODONAVES,SP,7,INTERIOR
PATROCINIO PAULISTA,RODONAVES,SP,7,INTERIOR
PEDREGULHO,RODONAVES,SP,7,INTERIOR
RESTINGA,RODONAVES,SP,7,INTERIOR
RIBEIRAO CORRENTE,RODONAVES,SP,9,INTERIOR
RIFAINA,RODONAVES,SP,9,INTERIOR
AMPERE,RODONAVES,PR,6,INTERIOR
BARRACAO,RODONAVES,PR,6,INTERIOR
BELA VISTA DA CAROBA,RODONAVES,PR,9,INTERIOR
BOA ESPERANCA DO IGUACU,RODONAVES,PR,9,INTERIOR
BOM JESUS DO SUL,RODONAVES,PR,7,INTERIOR
CAPANEMA,RODONAVES,PR,6,INTERIOR
CRUZEIRO DO IGUACU,RODONAVES,PR,9,INTERIOR
DIONISIO CERQUEIRA,RODONAVES,SC,6,INTERIOR
DOIS VIZINHOS,RODONAVES,PR,6,INTERIOR
ENEAS MARQUES,RODONAVES,PR,7,INTERIOR
FLOR DA SERRA DO SUL,RODONAVES,PR,9,INTERIOR
FRANCISCO BELTRAO,RODONAVES,PR,5,INTERIOR
MANFRINOPOLIS,RODONAVES,PR,9,INTERIOR
MARMELEIRO,RODONAVES,PR,5,INTERIOR
NOVA ESPERANCA DO SUDOESTE,RODONAVES,PR,9,INTERIOR
NOVA PRATA DO IGUACU,RODONAVES,PR,9,INTERIOR
PALMA SOLA,RODONAVES,SC,9,INTERIOR
PEROLA D'OESTE,RODONAVES,PR,8,INTERIOR
PINHAL DE SAO BENTO,RODONAVES,PR,9,INTERIOR
PLANALTO,RODONAVES,PR,9,INTERIOR
PRANCHITA,RODONAVES,PR,7,INTERIOR
REALEZA,RODONAVES,PR,6,INTERIOR
RENASCENCA,RODONAVES,PR,5,INTERIOR
SALGADO FILHO,RODONAVES,PR,9,INTERIOR
SALTO DO LONTRA,RODONAVES,PR,9,INTERIOR
SANTA IZABEL DO OESTE,RODONAVES,PR,7,INTERIOR
SANTO ANTONIO DO SUDOESTE,RODONAVES,PR,6,INTERIOR
SAO JORGE D'OESTE,RODONAVES,PR,10,INTERIOR
ALPESTRE,RODONAVES,RS,8,INTERIOR
AMETISTA DO SUL,RODONAVES,RS,8,INTERIOR
BOA VISTA DAS MISSOES,RODONAVES,RS,8,INTERIOR
CAICARA,RODONAVES,RS,8,INTERIOR
CERRO GRANDE,RODONAVES,RS,10,INTERIOR
CRISTAL DO SUL,RODONAVES,RS,10,INTERIOR
DOIS IRMAOS DAS MISSOES,RODONAVES,RS,10,INTERIOR
ERVAL SECO,RODONAVES,RS,10,INTERIOR
FREDERICO WESTPHALEN,RODONAVES,RS,6,INTERIOR
IRAI,RODONAVES,RS,8,INTERIOR
JABOTICABA,RODONAVES,RS,8,INTERIOR
LAJEADO DO BUGRE,RODONAVES,RS,10,INTERIOR
NOVO TIRADENTES,RODONAVES,RS,10,INTERIOR
PALMITINHO,RODONAVES,RS,10,INTERIOR
PINHAL,RODONAVES,RS,10,INTERIOR
PINHEIRINHO DO VALE,RODONAVES,RS,10,INTERIOR
PLANALTO,RODONAVES,RS,8,INTERIOR
RODEIO BONITO,RODONAVES,RS,10,INTERIOR
SAGRADA FAMILIA,RODONAVES,RS,10,INTERIOR
SAO PEDRO DAS MISSOES,RODONAVES,RS,10,INTERIOR
SEBERI,RODONAVES,RS,8,INTERIOR
TAQUARUCU DO SUL,RODONAVES,RS,10,INTERIOR
VICENTE DUTRA,RODONAVES,RS,8,INTERIOR
VISTA ALEGRE,RODONAVES,RS,10,INTERIOR
CAMPO FLORIDO,RODONAVES,MG,9,INTERIOR
COLOMBIA,RODONAVES,SP,6,INTERIOR
CONCEICAO DAS ALAGOAS,RODONAVES,MG,4,INTERIOR
FRONTEIRA,RODONAVES,MG,9,INTERIOR
FRUTAL,RODONAVES,MG,4,INTERIOR
ITAPAGIPE,RODONAVES,MG,6,INTERIOR
PIRAJUBA,RODONAVES,MG,9,INTERIOR
PLANURA,RODONAVES,MG,6,INTERIOR
BARAO,RODONAVES,RS,6,INTERIOR
BENTO GONCALVES,RODONAVES,RS,6,INTERIOR
BOA VISTA DO SUL,RODONAVES,RS,10,INTERIOR
CARLOS BARBOSA,RODONAVES,RS,6,INTERIOR
CORONEL PILAR,RODONAVES,RS,10,INTERIOR
GARIBALDI,RODONAVES,RS,6,INTERIOR
MONTE BELO DO SUL,RODONAVES,RS,10,INTERIOR
PINTO BANDEIRA,RODONAVES,RS,10,INTERIOR
SALVADOR DO SUL,RODONAVES,RS,6,INTERIOR
SANTA TEREZA,RODONAVES,RS,10,INTERIOR
SAO PEDRO DA SERRA,RODONAVES,RS,6,INTERIOR
ABADIANIA,RODONAVES,GO,8,INTERIOR
ACREUNA,RODONAVES,GO,8,INTERIOR
ADELANDIA,RODONAVES,GO,10,INTERIOR
AGUA LIMPA,RODONAVES,GO,10,INTERIOR
ALEXANIA,RODONAVES,GO,8,INTERIOR
ALOANDIA,RODONAVES,GO,8,INTERIOR
AMERICANO DO BRASIL,RODONAVES,GO,8,INTERIOR
ANICUNS,RODONAVES,GO,8,INTERIOR
ARACU,RODONAVES,GO,8,INTERIOR
ARAGOIANIA,RODONAVES,GO,8,INTERIOR
AURILANDIA,RODONAVES,GO,10,INTERIOR
AVELINOPOLIS,RODONAVES,GO,10,INTERIOR
BELA VISTA DE GOIAS,RODONAVES,GO,8,INTERIOR
BONFINOPOLIS,RODONAVES,GO,8,INTERIOR
BRAZABRANTES,RODONAVES,GO,10,INTERIOR
BURITI DE GOIAS,RODONAVES,GO,8,INTERIOR
CACHOEIRA DE GOIAS,RODONAVES,GO,10,INTERIOR
CALCILANDIA,RODONAVES,GO,10,INTERIOR
CALDAZINHA,RODONAVES,GO,8,INTERIOR
CAMPESTRE DE GOIAS,RODONAVES,GO,8,INTERIOR
CAMPO LIMPO DE GOIAS,RODONAVES,GO,8,INTERIOR
CARMO DO RIO VERDE,RODONAVES,GO,8,INTERIOR
CATURAI,RODONAVES,GO,8,INTERIOR
CERES,RODONAVES,GO,8,INTERIOR
CEZARINA,RODONAVES,GO,8,INTERIOR
CHOUPANA,RODONAVES,GO,10,INTERIOR
COCALZINHO DE GOIAS,RODONAVES,GO,8,INTERIOR
CORREGO DO OURO,RODONAVES,GO,8,INTERIOR
CORUMBA DE GOIAS,RODONAVES,GO,8,INTERIOR
CRISTIANOPOLIS,RODONAVES,GO,8,INTERIOR
CROMINIA,RODONAVES,GO,8,INTERIOR
DAMOLANDIA,RODONAVES,GO,8,INTERIOR
DIOLANDIA,RODONAVES,GO,10,INTERIOR
EDEALINA,RODONAVES,GO,8,INTERIOR
EDEIA,RODONAVES,GO,8,INTERIOR
FIRMINOPOLIS,RODONAVES,GO,8,INTERIOR
GAMELEIRA DE GOIAS,RODONAVES,GO,10,INTERIOR
GOIANESIA,RODONAVES,GO,8,INTERIOR
GOIAS,RODONAVES,GO,8,INTERIOR
GUAPO,RODONAVES,GO,8,INTERIOR
GUARAITA,RODONAVES,GO,10,INTERIOR
HEITORAI,RODONAVES,GO,8,INTERIOR
HIDROLANDIA,RODONAVES,GO,8,INTERIOR
INDIARA,RODONAVES,GO,8,INTERIOR
ISRAELANDIA,RODONAVES,GO,10,INTERIOR
ITABERAI,RODONAVES,GO,8,INTERIOR
ITAGUARI,RODONAVES,GO,8,INTERIOR
ITAGUARU,RODONAVES,GO,8,INTERIOR
ITAPIRAPUA,RODONAVES,GO,8,INTERIOR
ITAPURANGA,RODONAVES,GO,8,INTERIOR
ITAUCU,RODONAVES,GO,8,INTERIOR
JANDAIA,RODONAVES,GO,8,INTERIOR
JARAGUA,RODONAVES,GO,8,INTERIOR
JESUPOLIS,RODONAVES,GO,8,INTERIOR
JOVIANIA,RODONAVES,GO,8,INTERIOR
LEOPOLDO DE BULHOES,RODONAVES,GO,8,INTERIOR
MAIRIPOTABA,RODONAVES,GO,8,INTERIOR
MOIPORA,RODONAVES,GO,10,INTERIOR
MOSSAMEDES,RODONAVES,GO,10,INTERIOR
NAZARIO,RODONAVES,GO,8,INTERIOR
NOVA VENEZA,RODONAVES,GO,8,INTERIOR
NOVO BRASIL,RODONAVES,GO,8,INTERIOR
OURO VERDE DE GOIAS,RODONAVES,GO,8,INTERIOR
PALMEIRAS DE GOIAS,RODONAVES,GO,8,INTERIOR
PALMELO,RODONAVES,GO,10,INTERIOR
PALMINOPOLIS,RODONAVES,GO,8,INTERIOR
PARAUNA,RODONAVES,GO,8,INTERIOR
PETROLINA DE GOIAS,RODONAVES,GO,8,INTERIOR
PIRACANJUBA,RODONAVES,GO,8,INTERIOR
PIRENOPOLIS,RODONAVES,GO,8,INTERIOR
PORTEIRAO,RODONAVES,GO,10,INTERIOR
POSSELANDIA,RODONAVES,GO,8,INTERIOR
PROFESSOR JAMIL,RODONAVES,GO,8,INTERIOR
RIALMA,RODONAVES,GO,8,INTERIOR
RIANAPOLIS,RODONAVES,GO,8,INTERIOR
SANCLERLANDIA,RODONAVES,GO,8,INTERIOR
SANTA BARBARA DE GOIAS,RODONAVES,GO,8,INTERIOR
SANTA CRUZ DE GOIAS,RODONAVES,GO,10,INTERIOR
SANTA RITA DO NOVO DESTINO,RODONAVES,GO,10,INTERIOR
SANTA ROSA DE GOIAS,RODONAVES,GO,8,INTERIOR
SANTO ANTONIO DA BARRA,RODONAVES,GO,8,INTERIOR
SANTO ANTONIO DE GOIAS,RODONAVES,GO,8,INTERIOR
SANTO ANTONIO DO DESCOBERTO,RODONAVES,GO,8,INTERIOR
SAO FRANCISCO DE GOIAS,RODONAVES,GO,8,INTERIOR
SAO JOAO DA PARAUNA,RODONAVES,GO,8,INTERIOR
SAO LUIS DE MONTES BELOS,RODONAVES,GO,8,INTERIOR
SAO MIGUEL DO PASSA QUATR,RODONAVES,GO,8,INTERIOR
SAO PATRICIO,RODONAVES,GO,10,INTERIOR
SILVANIA,RODONAVES,GO,8,INTERIOR
TAQUARAL DE GOIAS,RODONAVES,GO,8,INTERIOR
TURVANIA,RODONAVES,GO,8,INTERIOR
URUANA,RODONAVES,GO,8,INTERIOR
URUITA,RODONAVES,GO,10,INTERIOR
VARJAO,RODONAVES,GO,8,INTERIOR
VIANOPOLIS,RODONAVES,GO,8,INTERIOR
VICENTINOPOLIS,RODONAVES,GO,8,INTERIOR
VILA PROPICIO,RODONAVES,GO,10,INTERIOR
ABADIA DE GOIAS,RODONAVES,GO,9,CAPITAL
APARECIDA DE GOIANIA,RODONAVES,GO,5,CAPITAL
GOIANIA,RODONAVES,GO,5,CAPITAL
GOIANIRA,RODONAVES,GO,9,CAPITAL
INHUMAS,RODONAVES,GO,7,CAPITAL
NEROPOLIS,RODONAVES,GO,9,CAPITAL
SENADOR CANEDO,RODONAVES,GO,5,CAPITAL
TRINDADE,RODONAVES,GO,7,CAPITAL
AGUA FRIA DE GOIAS,RODONAVES,GO,10,INTERIOR
ALTO HORIZONTE,RODONAVES,GO,10,INTERIOR
ALTO PARAISO DE GOIAS,RODONAVES,GO,10,INTERIOR
ALVORADA DO NORTE,RODONAVES,GO,10,INTERIOR
AMARALINA,RODONAVES,GO,10,INTERIOR
AMORINOPOLIS,RODONAVES,GO,10,INTERIOR
ANHANGUERA,RODONAVES,GO,10,INTERIOR
APARECIDA DO RIO DOCE,RODONAVES,GO,8,INTERIOR
APORE,RODONAVES,GO,10,INTERIOR
ARAGARCAS,RODONAVES,GO,8,INTERIOR
ARAGUAPAZ,RODONAVES,GO,8,INTERIOR
ARENOPOLIS,RODONAVES,GO,10,INTERIOR
ARUANA,RODONAVES,GO,8,INTERIOR
BALIZA,RODONAVES,GO,10,INTERIOR
BARRO ALTO,RODONAVES,GO,8,INTERIOR
BOM JARDIM DE GOIAS,RODONAVES,GO,8,INTERIOR
BONOPOLIS,RODONAVES,GO,10,INTERIOR
BRITANIA,RODONAVES,GO,8,INTERIOR
BURITINOPOLIS,RODONAVES,GO,10,INTERIOR
CABECEIRAS,RODONAVES,GO,10,INTERIOR
CAIAPONIA,RODONAVES,GO,8,INTERIOR
CAMPINACU,RODONAVES,GO,8,INTERIOR
CAMPINORTE,RODONAVES,GO,8,INTERIOR
CAMPO ALEGRE DE GOIAS,RODONAVES,GO,10,INTERIOR
CAMPOS BELOS,RODONAVES,GO,8,INTERIOR
CAMPOS VERDES,RODONAVES,GO,10,INTERIOR
CASTELANDIA,RODONAVES,GO,8,INTERIOR
CAVALCANTE,RODONAVES,GO,8,INTERIOR
COLINAS DO SUL,RODONAVES,GO,8,INTERIOR
CORUMBAIBA,RODONAVES,GO,8,INTERIOR
CRIXAS,RODONAVES,GO,8,INTERIOR
CUMARI,RODONAVES,GO,10,INTERIOR
DAMIANOPOLIS,RODONAVES,GO,10,INTERIOR
DAVINOPOLIS,RODONAVES,GO,8,INTERIOR
DIORAMA,RODONAVES,GO,10,INTERIOR
DIVINOPOLIS DE GOIAS,RODONAVES,GO,10,INTERIOR
DOVERLANDIA,RODONAVES,GO,8,INTERIOR
ESTRELA DO NORTE,RODONAVES,GO,10,INTERIOR
FAINA,RODONAVES,GO,8,INTERIOR
FAZENDA NOVA,RODONAVES,GO,8,INTERIOR
FLORES DE GOIAS,RODONAVES,GO,10,INTERIOR
FORMOSO,RODONAVES,GO,8,INTERIOR
